account_number,company,transaction_amount,transaction_date
35495640,Davis-Ramos,56.51,2024-03-26
56124453,"Castillo, Hill and Lee",52.71,2024-06-28
56124453,"Nguyen, Walker and Church",79.6,2024-02-08
56124453,"Hamilton, Brown and Vincent",61.59,2024-04-06
56124453,"Castillo, Hill and Lee",92.33,2024-04-06
35495640,"Figueroa, Stark and Ferguson",73.83,2024-02-16
56124453,"Figueroa, Stark and Ferguson",49.9,2024-03-28
35495640,"Trujillo, Ewing and Young",25.07,2024-04-21
35495640,Davis-Kennedy,37.93,2024-07-21
35495640,"Barnes, Young and Sanchez",5.47,2024-05-24
56124453,Monroe-Howard,17.99,2024-07-06
56124453,"Rodriguez, Ray and Romero",22.71,2024-03-09
56124453,Smith-Daniels,19.67,2024-02-02
35927483,Davis-Mcgee,93.98,2024-07-12
35927483,Hayes-Rios,12.41,2024-06-05
35495640,"Martin, Fuentes and Owens",5.58,2024-03-26
35495640,"Trujillo, Ewing and Young",96.08,2024-04-01
35495640,Sanchez-Meyers,65.64,2024-05-10
35495640,Smith-Daniels,54.97,2024-02-21
56124453,"Hamilton, Brown and Vincent",54.5,2024-03-08
35927483,Gomez-Hunt,53.3,2024-05-19
35495640,"Thomas, Walker and Craig",84.31,2024-06-17
35927483,Weber-Lynch,24.42,2024-01-17
35495640,"Greene, Martin and Benson",70.59,2024-05-20
35927483,"Nguyen, Walker and Church",89.13,2024-06-21
56124453,Hayes-Rios,43.86,2024-04-18
35927483,"Rhodes, Miller and Jackson",75.76,2024-04-19
35927483,Smith-Daniels,74.03,2024-03-25
35927483,Davis-Mcgee,55.47,2024-05-12
35495640,Brown-Shaffer,45.0,2024-07-08
56124453,Hughes Inc,97.72,2024-05-12
35927483,Hester-Thomas,13.72,2024-02-02
35495640,Hughes Inc,21.03,2024-03-20
35927483,Monroe-Howard,89.52,2024-07-29
56124453,Hughes Inc,67.86,2024-02-08
35927483,Davis-Mcgee,93.14,2024-01-10
56124453,"Castillo, Hill and Lee",65.38,2024-02-28
35495640,Hester-Thomas,97.17,2024-06-21
35495640,Monroe-Howard,51.87,2024-07-14
35927483,"Hamilton, Brown and Vincent",62.58,2024-04-30
35927483,Davis-Kennedy,41.67,2024-05-29
35495640,Gomez-Hunt,27.06,2024-05-14
35495640,"Figueroa, Stark and Ferguson",54.57,2024-03-12
35495640,"Rhodes, Miller and Jackson",96.49,2024-07-03
56124453,"Martin, Fuentes and Owens",52.75,2024-03-24
35495640,Monroe-Howard,52.06,2024-06-06
35927483,"Rodriguez, Ray and Romero",55.49,2024-05-09
35495640,Davis-Mcgee,12.59,2024-06-11
56124453,Reyes PLC,60.21,2024-01-28
35927483,Reyes PLC,2.12,2024-03-13
56124453,Davis-Mcgee,95.86,2024-05-26
56124453,Carpenter PLC,86.09,2024-04-08
35927483,Gomez-Hunt,16.26,2024-06-22
35927483,"Trujillo, Ewing and Young",16.47,2024-07-23
35927483,Davis-Ramos,69.45,2024-06-28
35495640,"Castillo, Hill and Lee",96.24,2024-05-07
35927483,Jones and Sons,50.88,2024-04-18
35495640,Gomez-Hunt,58.71,2024-04-11
35495640,"Greene, Martin and Benson",53.5,2024-06-08
35495640,"Smith, Smith and Sanford",16.71,2024-02-29
35927483,Davis-Ramos,52.73,2024-05-19
56124453,"Barnes, Young and Sanchez",78.62,2024-01-08
35495640,Hester-Thomas,23.85,2024-01-18
56124453,Davis-Mcgee,46.58,2024-01-25
35495640,"Thomas, Walker and Craig",12.94,2024-03-18
56124453,"Hamilton, Brown and Vincent",32.61,2024-07-12
35495640,"Nguyen, Walker and Church",41.56,2024-05-18
35927483,Smith-Daniels,42.39,2024-01-08
35495640,"Hamilton, Brown and Vincent",1.2,2024-03-30
35927483,Davis-Mcgee,42.63,2024-07-04
35495640,Davis-Mcgee,96.89,2024-05-15
35495640,"Evans, Young and Dean",82.89,2024-04-13
56124453,"Greene, Martin and Benson",63.41,2024-04-30
35495640,"Thomas, Walker and Craig",37.85,2024-04-21
56124453,"Thomas, Walker and Craig",50.84,2024-01-14
35927483,Smith-Daniels,20.23,2024-03-14
35927483,"Trujillo, Ewing and Young",40.73,2024-02-11
35927483,Brown-Shaffer,23.52,2024-06-12
35927483,Hughes Inc,63.49,2024-06-04
35927483,"Thomas, Walker and Craig",63.62,2024-03-08
56124453,Sanchez-Meyers,41.7,2024-05-21
35927483,"Martin, Fuentes and Owens",0.81,2024-04-29
35927483,Hughes Inc,69.58,2024-03-21
35495640,Davis-Ramos,1.84,2024-07-19
56124453,Weber-Lynch,34.78,2024-07-04
35495640,Weber-Lynch,34.03,2024-01-10
35927483,Smith-Daniels,85.21,2024-07-03
56124453,"Figueroa, Stark and Ferguson",6.22,2024-02-27
35927483,Jones and Sons,54.8,2024-07-10
35927483,Hughes Inc,85.4,2024-03-17
35927483,Carpenter PLC,56.64,2024-05-22
35927483,"Greene, Martin and Benson",18.94,2024-04-07
35495640,Jones and Sons,1.39,2024-07-26
35927483,Hayes-Rios,48.18,2024-05-13
35495640,Brown-Shaffer,49.36,2024-04-05
35495640,Brown-Shaffer,81.5,2024-02-05
35495640,"Nguyen, Walker and Church",49.13,2024-06-12
35927483,"Nguyen, Walker and Church",28.66,2024-04-17
35927483,Allen Ltd,21.06,2024-05-19
35927483,Davis-Mcgee,89.9,2024-07-18
35927483,Jones and Sons,89.87,2024-04-05
35927483,"Castillo, Hill and Lee",65.64,2024-03-09
35927483,"Trujillo, Ewing and Young",20.09,2024-01-13
35495640,Hayes-Rios,80.26,2024-07-10
35495640,Davis-Mcgee,40.27,2024-01-13
35495640,"Rodriguez, Ray and Romero",15.32,2024-04-01
56124453,"Barnes, Young and Sanchez",89.41,2024-05-19
35927483,"Smith, Smith and Sanford",62.63,2024-06-20
56124453,"Hamilton, Brown and Vincent",97.72,2024-07-21
35927483,Hayes-Rios,71.01,2024-04-08
56124453,Brown-Shaffer,46.3,2024-01-16
35927483,Monroe-Howard,58.78,2024-04-29
56124453,Reyes PLC,10.85,2024-05-29
35495640,Sanchez-Meyers,15.69,2024-05-14
35495640,"Nguyen, Walker and Church",66.1,2024-05-10
35495640,Davis-Ramos,30.98,2024-05-09
35495640,Gomez-Hunt,78.04,2024-03-26
56124453,"Smith, Smith and Sanford",66.39,2024-07-05
35495640,Gomez-Hunt,0.41,2024-06-11
35495640,"Smith, Smith and Sanford",61.64,2024-06-04
56124453,"Martin, Fuentes and Owens",18.72,2024-02-07
56124453,"Rodriguez, Ray and Romero",12.9,2024-01-29
35495640,"Rodriguez, Ray and Romero",92.59,2024-02-03
35927483,Hayes-Rios,29.18,2024-05-12
35927483,Gomez-Hunt,10.27,2024-03-27
35495640,Brown-Shaffer,61.79,2024-06-12
35495640,"Nguyen, Walker and Church",90.66,2024-01-14
35927483,"Evans, Young and Dean",49.93,2024-02-07
35927483,"Smith, Smith and Sanford",74.41,2024-06-19
56124453,Reyes PLC,47.13,2024-04-27
35927483,Davis-Ramos,28.67,2024-04-15
56124453,Monroe-Howard,64.81,2024-02-24
35495640,"Castillo, Hill and Lee",68.19,2024-02-04
56124453,Jones and Sons,19.67,2024-04-15
56124453,"Figueroa, Stark and Ferguson",24.26,2024-04-28
35927483,Monroe-Howard,33.55,2024-04-15
56124453,Davis-Mcgee,20.1,2024-01-27
35927483,"Thomas, Walker and Craig",54.44,2024-01-06
56124453,"Evans, Young and Dean",85.64,2024-07-28
56124453,"Rodriguez, Ray and Romero",25.99,2024-04-28
35495640,"Greene, Martin and Benson",5.4,2024-06-18
35495640,Weber-Lynch,85.86,2024-04-09
35927483,Brown-Shaffer,64.48,2024-01-05
35495640,Smith-Daniels,24.4,2024-07-14
35495640,"Smith, Smith and Sanford",8.25,2024-05-31
35927483,"Rhodes, Miller and Jackson",74.98,2024-01-20
56124453,Hughes Inc,23.38,2024-04-05
35495640,"Hamilton, Brown and Vincent",51.5,2024-05-31
35927483,Davis-Mcgee,56.3,2024-03-23
35495640,"Suarez, Russell and Coleman",47.12,2024-04-06
56124453,Smith-Daniels,32.8,2024-05-19
56124453,"Smith, Smith and Sanford",96.71,2024-01-14
35927483,Reyes PLC,4.59,2024-04-01
35927483,"Nguyen, Walker and Church",35.43,2024-07-15
35927483,"Suarez, Russell and Coleman",71.07,2024-06-02
35927483,Reyes PLC,88.96,2024-06-08
35495640,Davis-Mcgee,35.51,2024-07-28
35927483,"Hamilton, Brown and Vincent",22.39,2024-02-01
35927483,Hayes-Rios,81.54,2024-03-04
35927483,"Barnes, Young and Sanchez",66.26,2024-01-07
56124453,"Nguyen, Walker and Church",74.31,2024-07-13
56124453,Hayes-Rios,34.1,2024-03-29
35927483,Brown-Shaffer,20.3,2024-05-05
35927483,Brown-Shaffer,3.86,2024-02-04
35495640,Monroe-Howard,60.67,2024-04-08
56124453,Brown-Shaffer,5.98,2024-01-16
56124453,Monroe-Howard,67.22,2024-04-06
56124453,"Martin, Fuentes and Owens",36.44,2024-03-18
35495640,"Trujillo, Ewing and Young",90.78,2024-04-25
35495640,Gomez-Hunt,38.88,2024-04-22
35927483,"Barnes, Young and Sanchez",28.69,2024-07-23
35495640,"Suarez, Russell and Coleman",64.86,2024-02-03
56124453,Weber-Lynch,2.09,2024-04-17
35495640,"Suarez, Russell and Coleman",32.2,2024-02-02
56124453,"Evans, Young and Dean",24.79,2024-01-11
35495640,Jones and Sons,29.31,2024-07-22
35927483,"Castillo, Hill and Lee",85.72,2024-07-11
35495640,Reyes PLC,11.67,2024-06-20
35927483,Davis-Kennedy,11.34,2024-07-28
35495640,Carpenter PLC,52.11,2024-01-28
35495640,"Rodriguez, Ray and Romero",64.02,2024-07-17
56124453,Jones and Sons,48.17,2024-02-15
35927483,Davis-Ramos,80.22,2024-04-24
56124453,"Martin, Fuentes and Owens",73.01,2024-07-22
35495640,Hughes Inc,88.1,2024-03-22
56124453,Allen Ltd,85.13,2024-05-23
56124453,"Smith, Smith and Sanford",34.48,2024-01-16
56124453,"Castillo, Hill and Lee",78.8,2024-04-24
35927483,"Figueroa, Stark and Ferguson",30.27,2024-05-16
56124453,Brown-Shaffer,19.28,2024-04-12
56124453,Davis-Kennedy,96.48,2024-02-18
35927483,Hughes Inc,91.91,2024-03-25
35927483,Hester-Thomas,54.99,2024-03-26
56124453,Hughes Inc,68.25,2024-07-01
35927483,"Suarez, Russell and Coleman",4.44,2024-01-19
35495640,Hayes-Rios,86.77,2024-02-29
35495640,Hughes Inc,65.12,2024-05-13
35927483,Hester-Thomas,85.74,2024-03-03
56124453,Brown-Shaffer,8.96,2024-03-22
35495640,"Hamilton, Brown and Vincent",53.63,2024-05-23
35927483,Weber-Lynch,21.8,2024-03-18
56124453,"Martin, Fuentes and Owens",82.63,2024-05-10
56124453,"Suarez, Russell and Coleman",17.19,2024-06-30
35927483,"Smith, Smith and Sanford",23.79,2024-06-30
56124453,"Castillo, Hill and Lee",88.71,2024-07-26
56124453,Carpenter PLC,49.57,2024-05-02
35927483,Allen Ltd,93.18,2024-05-12
35495640,Smith-Daniels,50.05,2024-01-10
35495640,"Smith, Smith and Sanford",4.15,2024-05-17
35927483,"Rhodes, Miller and Jackson",96.79,2024-04-06
56124453,Reyes PLC,95.62,2024-06-03
56124453,"Suarez, Russell and Coleman",26.96,2024-05-31
35927483,"Greene, Martin and Benson",44.17,2024-05-02
35495640,Monroe-Howard,4.81,2024-07-21
35927483,Gomez-Hunt,86.05,2024-05-19
56124453,"Evans, Young and Dean",81.55,2024-04-28
35927483,Hughes Inc,59.92,2024-05-20
56124453,Davis-Kennedy,19.17,2024-07-08
35927483,"Evans, Young and Dean",90.28,2024-07-01
35927483,"Thomas, Walker and Craig",8.1,2024-03-21
56124453,"Thomas, Walker and Craig",56.59,2024-07-01
35495640,"Greene, Martin and Benson",49.96,2024-05-09
35495640,"Thomas, Walker and Craig",78.5,2024-02-29
35927483,"Thomas, Walker and Craig",98.02,2024-01-02
56124453,"Rodriguez, Ray and Romero",35.54,2024-06-02
56124453,Weber-Lynch,62.82,2024-05-15
35495640,Hughes Inc,77.21,2024-02-09
56124453,Davis-Ramos,35.57,2024-07-27
56124453,"Martin, Fuentes and Owens",7.35,2024-05-02
56124453,Hughes Inc,52.87,2024-02-17
35495640,"Rhodes, Miller and Jackson",50.07,2024-03-07
35495640,Brown-Shaffer,83.45,2024-01-11
35495640,Hughes Inc,12.64,2024-05-13
35495640,Monroe-Howard,14.47,2024-05-20
35495640,Davis-Mcgee,88.26,2024-05-19
56124453,Hughes Inc,4.07,2024-05-18
35495640,Gomez-Hunt,75.49,2024-07-01
35495640,Davis-Ramos,75.07,2024-03-26
35495640,Hayes-Rios,22.14,2024-07-15
56124453,"Smith, Smith and Sanford",12.95,2024-03-14
35927483,Weber-Lynch,37.12,2024-06-25
35495640,"Figueroa, Stark and Ferguson",92.92,2024-06-03
35495640,Hughes Inc,49.43,2024-02-13
35495640,Allen Ltd,80.32,2024-04-03
35495640,"Thomas, Walker and Craig",82.55,2024-05-27
56124453,Sanchez-Meyers,66.45,2024-07-16
35495640,"Castillo, Hill and Lee",7.05,2024-01-13
56124453,Davis-Ramos,81.7,2024-03-01
35927483,"Smith, Smith and Sanford",78.94,2024-03-12
35495640,Brown-Shaffer,82.44,2024-02-16
35495640,Jones and Sons,63.55,2024-02-07
35495640,"Barnes, Young and Sanchez",99.3,2024-01-16
35927483,"Thomas, Walker and Craig",9.13,2024-04-24
35927483,"Barnes, Young and Sanchez",1.67,2024-03-15
35927483,"Hamilton, Brown and Vincent",53.44,2024-05-25
56124453,"Evans, Young and Dean",90.11,2024-05-27
35927483,Allen Ltd,11.43,2024-01-29
56124453,Allen Ltd,65.08,2024-03-09
35927483,Smith-Daniels,47.98,2024-07-23
35495640,Smith-Daniels,51.99,2024-05-09
35495640,Jones and Sons,67.22,2024-03-31
35495640,Hayes-Rios,67.49,2024-07-11
35495640,"Suarez, Russell and Coleman",16.6,2024-03-07
35495640,"Trujillo, Ewing and Young",96.17,2024-01-15
35927483,"Thomas, Walker and Craig",96.56,2024-05-09
35495640,Davis-Mcgee,2.34,2024-02-07
35927483,Monroe-Howard,93.68,2024-05-17
56124453,"Greene, Martin and Benson",49.48,2024-05-05
35927483,Hughes Inc,29.34,2024-07-25
35495640,Allen Ltd,46.16,2024-01-24
56124453,Reyes PLC,37.86,2024-04-13
56124453,Davis-Kennedy,52.0,2024-03-29
35495640,Jones and Sons,58.04,2024-05-29
56124453,Reyes PLC,10.26,2024-03-22
56124453,Davis-Ramos,94.42,2024-03-19
35495640,Davis-Mcgee,80.45,2024-07-27
35495640,Smith-Daniels,25.84,2024-06-22
35495640,Hayes-Rios,8.19,2024-01-03
56124453,"Rhodes, Miller and Jackson",8.75,2024-05-22
35927483,"Thomas, Walker and Craig",70.46,2024-04-05
56124453,Hughes Inc,84.99,2024-06-08
56124453,"Hamilton, Brown and Vincent",44.18,2024-02-24
35927483,Jones and Sons,54.99,2024-01-05
35927483,Brown-Shaffer,10.33,2024-03-25
56124453,Davis-Ramos,64.17,2024-05-07
35495640,Davis-Mcgee,90.79,2024-01-14
35927483,Allen Ltd,80.77,2024-06-10
35927483,Hughes Inc,37.16,2024-01-18
56124453,Reyes PLC,36.83,2024-02-09
35927483,"Trujillo, Ewing and Young",62.6,2024-06-07
56124453,Hughes Inc,6.08,2024-02-25
56124453,Gomez-Hunt,86.17,2024-06-18
35927483,"Hamilton, Brown and Vincent",90.04,2024-04-16
56124453,"Thomas, Walker and Craig",28.44,2024-04-10
56124453,Brown-Shaffer,31.12,2024-03-03
56124453,"Barnes, Young and Sanchez",67.91,2024-04-20
56124453,"Rodriguez, Ray and Romero",48.56,2024-01-08
35927483,Reyes PLC,32.83,2024-04-03
35927483,Monroe-Howard,31.02,2024-06-18
35927483,"Nguyen, Walker and Church",27.9,2024-03-26
35927483,"Rodriguez, Ray and Romero",66.97,2024-03-16
56124453,"Rodriguez, Ray and Romero",56.8,2024-06-26
56124453,"Rodriguez, Ray and Romero",52.89,2024-03-18
56124453,Reyes PLC,74.83,2024-06-05
35927483,"Figueroa, Stark and Ferguson",96.21,2024-02-01
35495640,"Nguyen, Walker and Church",26.16,2024-01-11
35927483,"Smith, Smith and Sanford",26.9,2024-03-11
56124453,Smith-Daniels,70.23,2024-07-17
56124453,"Figueroa, Stark and Ferguson",66.67,2024-05-09
35927483,"Figueroa, Stark and Ferguson",3.55,2024-03-21
35927483,"Martin, Fuentes and Owens",46.65,2024-04-14
35927483,"Barnes, Young and Sanchez",37.7,2024-05-05
35495640,Davis-Mcgee,31.25,2024-05-17
35495640,"Hamilton, Brown and Vincent",69.34,2024-05-03
35927483,"Thomas, Walker and Craig",96.66,2024-05-09
35495640,"Greene, Martin and Benson",44.92,2024-04-15
56124453,Brown-Shaffer,32.28,2024-02-03
35495640,Monroe-Howard,82.99,2024-06-20
35927483,Davis-Ramos,67.59,2024-02-14
35495640,Allen Ltd,93.36,2024-03-01
35927483,Davis-Ramos,17.68,2024-02-18
56124453,"Hamilton, Brown and Vincent",55.48,2024-07-21
35927483,"Trujillo, Ewing and Young",99.86,2024-02-29
35495640,Davis-Ramos,56.2,2024-03-18
35927483,"Martin, Fuentes and Owens",49.65,2024-04-22
56124453,"Barnes, Young and Sanchez",0.85,2024-04-18
35495640,"Martin, Fuentes and Owens",58.81,2024-06-08
35495640,Reyes PLC,40.91,2024-02-15
35927483,Smith-Daniels,4.41,2024-03-12
56124453,Hayes-Rios,9.2,2024-01-14
56124453,"Martin, Fuentes and Owens",91.95,2024-01-25
56124453,Hester-Thomas,57.06,2024-03-12
56124453,Jones and Sons,18.34,2024-06-09
35495640,Hughes Inc,90.2,2024-07-06
35927483,"Rodriguez, Ray and Romero",25.59,2024-07-12
35495640,Brown-Shaffer,4.44,2024-01-05
35495640,Brown-Shaffer,52.29,2024-06-17
56124453,Weber-Lynch,56.62,2024-05-25
35495640,Davis-Ramos,81.58,2024-04-27
56124453,Hayes-Rios,96.95,2024-05-01
35927483,"Greene, Martin and Benson",78.99,2024-04-02
35927483,"Trujillo, Ewing and Young",43.43,2024-01-17
35495640,"Barnes, Young and Sanchez",87.96,2024-05-12
56124453,Jones and Sons,76.23,2024-05-25
56124453,Hayes-Rios,89.01,2024-06-09
35495640,Hester-Thomas,36.62,2024-02-17
56124453,"Rodriguez, Ray and Romero",25.6,2024-06-28
35927483,"Rodriguez, Ray and Romero",72.1,2024-04-23
56124453,Davis-Ramos,45.53,2024-01-18
35927483,"Figueroa, Stark and Ferguson",59.9,2024-04-18
35927483,"Nguyen, Walker and Church",95.69,2024-03-19
35927483,Brown-Shaffer,19.02,2024-02-25
56124453,Allen Ltd,97.69,2024-03-30
56124453,"Trujillo, Ewing and Young",68.11,2024-03-31
35495640,Smith-Daniels,97.47,2024-04-28
56124453,Carpenter PLC,79.28,2024-05-23
35495640,"Thomas, Walker and Craig",5.62,2024-05-14
56124453,Weber-Lynch,60.0,2024-02-06
35495640,"Hamilton, Brown and Vincent",80.38,2024-04-15
56124453,Carpenter PLC,5.88,2024-07-15
35927483,Davis-Mcgee,37.63,2024-07-27
35495640,"Smith, Smith and Sanford",76.89,2024-01-08
35927483,Davis-Mcgee,25.88,2024-04-08
35927483,"Rhodes, Miller and Jackson",80.99,2024-05-10
35495640,"Evans, Young and Dean",99.75,2024-05-21
35927483,"Trujillo, Ewing and Young",7.29,2024-03-08
35495640,Davis-Ramos,93.87,2024-03-08
56124453,"Figueroa, Stark and Ferguson",75.21,2024-04-22
35495640,Jones and Sons,55.75,2024-04-17
35495640,Davis-Ramos,68.45,2024-03-02
35495640,Smith-Daniels,76.48,2024-02-04
35495640,Davis-Ramos,54.29,2024-06-22
56124453,Weber-Lynch,87.57,2024-06-29
35927483,"Smith, Smith and Sanford",84.48,2024-01-08
56124453,Sanchez-Meyers,86.12,2024-05-11
35495640,Carpenter PLC,56.97,2024-05-07
35927483,"Barnes, Young and Sanchez",22.39,2024-05-18
35927483,Jones and Sons,99.59,2024-07-10
35495640,"Martin, Fuentes and Owens",63.5,2024-02-21
35927483,"Suarez, Russell and Coleman",67.77,2024-01-09
35927483,Allen Ltd,31.19,2024-07-18
35495640,"Thomas, Walker and Craig",20.42,2024-06-24
56124453,"Rodriguez, Ray and Romero",6.87,2024-06-02
35495640,"Greene, Martin and Benson",79.97,2024-02-08
35927483,"Trujillo, Ewing and Young",63.32,2024-04-08
35495640,Davis-Mcgee,63.15,2024-01-09
56124453,Brown-Shaffer,77.83,2024-01-23
56124453,"Suarez, Russell and Coleman",58.85,2024-03-05
35927483,Hayes-Rios,88.57,2024-02-18
56124453,"Suarez, Russell and Coleman",44.41,2024-03-06
56124453,Hester-Thomas,60.67,2024-05-07
35495640,Davis-Kennedy,68.93,2024-01-13
56124453,"Suarez, Russell and Coleman",4.94,2024-03-15
35927483,Monroe-Howard,71.27,2024-04-19
35927483,Weber-Lynch,67.86,2024-02-03
35927483,Weber-Lynch,85.65,2024-02-18
35495640,"Rhodes, Miller and Jackson",16.0,2024-02-25
35927483,Monroe-Howard,52.03,2024-01-04
35495640,Sanchez-Meyers,49.97,2024-02-23
56124453,Davis-Mcgee,87.5,2024-04-05
35927483,Allen Ltd,91.86,2024-06-15
56124453,Sanchez-Meyers,33.73,2024-06-25
35927483,"Evans, Young and Dean",57.96,2024-05-08
56124453,Sanchez-Meyers,84.19,2024-07-11
35495640,"Barnes, Young and Sanchez",27.85,2024-01-17
56124453,Sanchez-Meyers,10.07,2024-06-07
35927483,Davis-Kennedy,14.91,2024-03-15
35927483,Monroe-Howard,82.22,2024-01-06
35927483,"Suarez, Russell and Coleman",41.1,2024-06-20
35495640,Weber-Lynch,17.98,2024-01-29
35927483,Hayes-Rios,60.96,2024-01-08
56124453,Sanchez-Meyers,44.73,2024-03-04
56124453,Smith-Daniels,3.33,2024-04-26
56124453,"Figueroa, Stark and Ferguson",5.76,2024-05-17
35495640,Hughes Inc,28.44,2024-06-21
56124453,Davis-Ramos,6.1,2024-07-13
35927483,Weber-Lynch,63.84,2024-03-21
56124453,Brown-Shaffer,72.04,2024-07-07
35495640,"Trujillo, Ewing and Young",83.31,2024-04-22
56124453,"Martin, Fuentes and Owens",91.37,2024-04-26
35495640,Gomez-Hunt,94.06,2024-02-25
35495640,Carpenter PLC,84.13,2024-06-16
56124453,Davis-Kennedy,98.4,2024-07-26
35495640,Gomez-Hunt,52.48,2024-01-12
56124453,"Smith, Smith and Sanford",53.8,2024-01-02
35495640,"Figueroa, Stark and Ferguson",45.23,2024-02-21
35495640,Jones and Sons,67.46,2024-07-20
35495640,Davis-Kennedy,66.97,2024-04-05
56124453,"Barnes, Young and Sanchez",90.3,2024-03-23
35927483,Jones and Sons,83.86,2024-07-18
35927483,"Thomas, Walker and Craig",5.97,2024-02-21
35927483,"Figueroa, Stark and Ferguson",57.92,2024-02-02
35927483,"Suarez, Russell and Coleman",31.97,2024-06-02
35927483,Sanchez-Meyers,45.93,2024-04-06
35927483,Hester-Thomas,91.98,2024-03-25
56124453,Weber-Lynch,17.82,2024-07-24
35495640,Allen Ltd,12.84,2024-07-01
35495640,Carpenter PLC,3.11,2024-02-06
56124453,"Castillo, Hill and Lee",79.33,2024-06-01
56124453,"Smith, Smith and Sanford",20.04,2024-03-26
56124453,Brown-Shaffer,41.03,2024-05-02
56124453,Gomez-Hunt,75.83,2024-04-30
35927483,"Figueroa, Stark and Ferguson",99.04,2024-01-07
35495640,"Hamilton, Brown and Vincent",53.22,2024-04-09
56124453,Allen Ltd,65.78,2024-05-16
56124453,Brown-Shaffer,99.71,2024-06-19
56124453,"Smith, Smith and Sanford",8.68,2024-04-30
35927483,"Rhodes, Miller and Jackson",83.7,2024-07-28
35495640,Carpenter PLC,40.37,2024-02-18
35495640,Davis-Mcgee,80.03,2024-03-14
56124453,"Greene, Martin and Benson",91.31,2024-03-17
35495640,"Barnes, Young and Sanchez",36.55,2024-06-24
35495640,"Castillo, Hill and Lee",36.43,2024-03-14
56124453,Davis-Kennedy,99.11,2024-06-25
56124453,"Evans, Young and Dean",31.5,2024-01-23
35495640,"Smith, Smith and Sanford",36.34,2024-04-24
35927483,Hughes Inc,40.2,2024-05-16
35495640,"Trujillo, Ewing and Young",81.18,2024-04-25
35927483,"Nguyen, Walker and Church",99.62,2024-06-17
35495640,"Barnes, Young and Sanchez",76.34,2024-07-06
35495640,Brown-Shaffer,88.77,2024-02-07
56124453,Monroe-Howard,43.67,2024-04-17
35495640,Carpenter PLC,54.7,2024-02-26
35927483,Sanchez-Meyers,32.52,2024-07-04
56124453,Jones and Sons,86.4,2024-06-19
56124453,"Castillo, Hill and Lee",40.74,2024-06-26
35927483,Gomez-Hunt,97.57,2024-04-28
35495640,"Castillo, Hill and Lee",80.26,2024-07-18
35927483,"Greene, Martin and Benson",9.26,2024-07-10
35927483,"Nguyen, Walker and Church",96.98,2024-05-23
56124453,Davis-Kennedy,81.83,2024-05-30
35495640,Davis-Kennedy,49.2,2024-03-20
56124453,"Martin, Fuentes and Owens",13.74,2024-04-16
